Item#,Price,Beginning_of_Season,Weekend,Event_Length,Morning,Branded,Color_Popularity,ConcurrentEvents,Number_Competing_Styles_in_Event,Relative_Price_of_Competing_Styles,Num_Branded_Events12,Brand_MSRP_Index,Bottoms,Tops,Dresses,Demand,,,,
1726,31.0,0,0,2,1,1,0.31,3,4,0.74,5,1.04,0,1,0,3357,,,,
1727,28.0,1,0,2,1,1,0.20,2,43,0.95,7,1.03,0,0,1,4639,,,,
1728,30.0,0,0,3,0,1,0.03,1,15,0.68,5,0.56,1,0,0,11766,,,,
1729,26.0,0,0,2,1,1,0.31,1,59,0.91,6,0.64,0,1,0,7585,,,,
1730,27.0,0,0,2,1,1,0.31,3,16,1.54,3,0.89,0,1,0,5020,,,,
1731,29.0,0,0,3,0,1,0.31,4,47,1.07,8,0.51,0,0,1,7132,,,,
1732,29.0,0,0,3,1,1,0.06,1,5,1.00,6,1.51,1,0,0,9025,,,,
1733,28.0,0,0,2,1,1,0.07,2,4,1.04,0,1.82,0,0,0,10787,,,,
1734,40.0,0,0,3,1,1,0.01,2,5,0.83,4,2.14,1,0,0,3939,,,,
1735,36.0,0,0,2,0,0,0.01,5,17,0.97,0,1.84,0,0,1,3160,,,,
1736,28.0,1,0,2,1,1,0.08,2,9,1.23,0,0.26,0,1,0,7358,,,,
1737,27.0,1,1,2,1,1,0.20,2,15,1.00,1,1.86,0,1,0,5260,,,,
1738,30.0,1,0,2,1,1,0.11,1,10,0.95,0,0.60,0,1,0,4140,,,,
1739,30.0,0,0,3,0,1,0.31,4,47,0.99,8,0.51,0,0,1,16063,,,,
1740,39.0,0,1,2,1,1,0.20,2,10,0.96,3,0.33,0,1,0,3469,,,,
1741,40.0,1,0,2,1,1,0.31,3,6,1.29,1,2.58,0,1,0,3670,,,,
1742,40.0,0,1,2,1,1,0.20,2,43,1.20,2,0.61,0,0,1,3671,,,,
1743,33.0,0,0,3,1,1,0.31,4,12,0.75,0,0.39,0,1,0,3610,,,,
1744,40.0,0,1,2,1,1,0.08,2,43,1.04,2,0.61,0,0,1,3050,,,,
1745,37.0,0,0,2,1,1,0.20,2,25,0.88,0,0.66,0,0,1,3460,,,,
1746,26.0,0,0,2,1,1,0.31,1,29,1.16,5,1.20,0,0,1,4065,,,,
1747,27.0,0,0,2,1,1,0.31,2,9,1.05,2,1.31,0,1,0,4525,,,,
1748,40.0,0,0,2,1,1,0.11,1,29,0.95,4,0.76,0,0,1,3175,,,,
1749,39.0,0,0,3,1,0,0.04,3,5,0.47,0,0.65,0,1,0,3363,,,,
1750,26.0,0,0,2,1,1,0.31,3,26,0.88,5,0.54,0,0,1,4460,,,,
1751,26.0,0,0,2,1,1,0.04,2,72,0.74,6,1.03,0,0,1,4165,,,,
1752,28.0,0,0,2,1,1,0.31,2,47,1.00,5,1.20,0,0,1,4091,,,,
1753,28.0,0,0,3,1,1,0.31,3,11,0.86,4,1.48,0,1,0,4464,,,,
1754,27.0,0,0,2,1,1,0.03,1,16,0.95,0,1.79,0,0,1,6358,,,,
1755,26.0,0,0,2,1,1,0.31,3,8,0.93,4,0.89,0,1,0,4652,,,,
1756,26.0,0,0,3,1,1,0.31,3,13,1.01,2,0.62,0,0,0,4118,,,,
1757,26.0,1,0,2,1,1,0.20,2,41,0.80,8,0.51,0,0,1,6485,,,,
1758,28.0,1,0,3,0,0,0.04,2,17,0.74,0,0.93,0,1,0,4780,,,,
1759,37.0,0,0,2,1,0,0.06,1,3,1.13,0,1.00,0,1,0,3739,,,,
1760,28.0,0,0,2,1,1,0.31,1,53,1.40,1,0.92,0,1,0,4902,,,,
1761,26.0,0,0,2,1,1,0.11,3,12,0.97,0,1.02,0,0,1,8532,,,,
1762,27.0,1,0,2,1,1,0.31,2,19,1.13,4,0.70,0,1,0,4276,,,,
1763,32.0,1,0,3,0,0,0.20,2,7,0.97,0,0.85,0,0,1,3904,,,,
1764,30.0,1,1,2,1,1,0.11,3,29,0.78,3,0.61,0,0,1,5741,,,,
1765,26.0,0,0,3,1,1,0.11,4,24,1.00,5,1.36,0,0,1,5897,,,,
1766,34.0,1,0,2,1,1,0.31,2,44,1.27,4,1.20,0,0,1,3571,,,,
1767,39.0,1,0,2,1,1,0.02,2,31,0.69,1,1.59,0,0,1,3863,,,,
1768,29.0,1,1,2,1,1,0.31,1,35,1.64,1,0.87,0,1,0,4207,,,,
1769,30.0,1,0,2,1,1,0.20,2,3,0.79,0,0.18,1,0,0,13873,,,,
1770,26.0,0,0,2,1,0,0.08,1,21,1.15,0,0.61,0,0,1,5851,,,,
1771,31.0,1,1,2,1,0,0.11,2,9,0.78,0,0.68,0,1,0,3682,,,,
1772,29.0,0,0,2,1,1,0.02,2,3,1.00,0,0.76,0,0,0,4975,,,,
1773,38.0,0,0,2,1,1,0.07,2,18,1.04,5,1.04,0,1,0,3920,,,,
1774,27.0,0,1,2,1,1,0.07,2,5,0.96,3,1.67,0,1,0,4182,,,,
1775,27.0,0,0,2,1,1,0.08,1,15,0.95,1,0.98,0,1,0,5630,,,,
1776,29.0,0,0,3,1,1,0.06,2,63,0.92,4,1.83,0,0,1,4228,,,,
1777,28.0,0,1,2,1,1,0.31,2,43,0.79,2,0.61,0,0,1,5713,,,,
1778,39.0,0,0,2,1,1,0.11,1,25,0.55,0,2.07,0,1,0,2890,,,,
1779,28.0,0,0,2,1,1,0.02,1,5,1.00,0,1.64,0,1,0,8082,,,,
1780,26.0,1,0,2,1,1,0.20,1,21,1.29,0,1.21,0,0,1,4152,,,,
1781,36.0,0,0,1,1,1,0.31,3,29,0.76,0,1.31,0,0,1,3044,,,,
1782,39.0,0,0,2,1,1,0.01,2,13,1.19,2,1.18,0,0,1,3523,,,,
1783,37.0,0,0,3,0,0,0.02,5,18,0.36,0,0.75,0,0,1,2950,,,,
1784,39.0,0,0,3,0,0,0.11,5,26,1.63,0,0.78,0,1,0,2815,,,,
1785,38.0,0,0,2,1,1,0.31,4,16,1.14,2,1.21,0,0,1,2994,,,,
1786,34.0,1,0,3,1,1,0.08,1,3,1.17,2,0.70,0,1,0,3093,,,,
1787,27.0,1,0,2,1,1,0.20,1,2,1.00,2,0.97,0,0,0,5066,,,,
1788,27.0,1,0,2,1,1,0.31,2,44,1.17,4,1.20,0,0,1,5022,,,,
1789,32.0,0,1,2,1,1,0.20,2,30,1.70,0,0.82,0,1,0,3224,,,,
1790,39.0,0,0,2,1,1,0.11,3,32,2.39,3,1.85,0,0,1,3095,,,,
1791,30.0,0,0,4,1,1,0.07,3,14,1.48,1,1.26,0,1,0,8943,,,,
1792,32.0,1,0,2,1,1,0.20,2,30,1.20,4,1.04,0,1,0,3955,,,,
1793,36.0,0,1,2,1,1,0.04,2,13,1.06,5,1.21,0,1,0,3772,,,,
1794,40.0,0,1,2,1,1,0.06,2,25,1.04,8,1.66,0,0,1,3662,,,,
1795,27.0,0,1,2,1,1,0.31,1,25,0.83,5,1.20,0,0,1,7578,,,,
1796,39.0,1,0,2,1,1,0.31,2,44,1.27,4,1.20,0,0,1,2869,,,,
1797,35.0,0,0,2,1,1,0.06,2,58,1.01,0,1.70,0,0,1,3536,,,,
1798,38.0,0,0,2,1,1,0.07,4,3,1.20,5,1.44,0,1,0,3620,,,,
1799,28.0,0,0,3,1,1,0.31,3,20,0.68,3,0.55,0,0,1,4918,,,,
1800,31.0,1,0,3,1,0,0.20,3,71,0.50,0,1.94,0,0,1,3452,,,,
1801,28.0,1,0,2,1,1,0.03,2,13,0.90,3,1.20,0,0,1,6681,,,,
1802,39.0,0,0,2,1,1,0.01,3,29,0.83,2,0.67,0,1,0,3891,,,,
1803,27.0,0,0,3,1,1,0.03,2,63,0.92,4,1.83,0,0,1,6704,,,,
1804,33.0,0,0,3,1,1,0.00,1,17,0.93,1,1.70,0,0,1,3647,,,,
1805,28.0,0,0,3,1,1,0.31,2,63,0.92,4,1.83,0,0,1,7289,,,,
1806,27.0,1,0,2,1,1,0.04,2,6,0.75,1,1.97,0,1,0,4099,,,,
1807,36.0,1,0,2,1,1,0.03,3,6,0.96,3,1.56,0,1,0,2871,,,,
1808,30.0,0,0,2,1,1,0.20,1,28,0.79,1,0.82,0,1,0,5051,,,,
1809,38.0,0,0,2,1,1,0.31,3,3,1.24,1,1.60,1,0,0,2806,,,,
1810,35.0,1,0,2,1,1,0.31,2,44,1.27,4,1.20,0,0,1,3533,,,,
1811,27.0,1,0,2,1,1,0.06,4,36,1.33,1,1.68,0,1,0,4128,,,,
1812,26.0,1,0,2,1,1,0.20,3,28,0.97,0,1.13,0,1,0,4160,,,,
1813,33.0,0,0,2,1,1,0.31,2,47,1.30,5,1.20,0,0,1,3144,,,,
1814,30.0,0,0,2,1,1,0.20,2,23,1.12,3,0.61,0,0,1,4192,,,,
1815,32.0,1,1,2,1,1,0.08,2,16,0.95,0,1.54,0,0,1,3702,,,,
1816,30.0,0,0,2,1,1,0.07,3,16,1.10,3,0.89,0,1,0,10269,,,,
1817,28.0,0,0,2,1,1,0.11,5,27,1.09,7,0.51,0,0,1,7568,,,,
1818,29.0,0,0,2,1,1,0.11,3,11,0.64,6,0.56,1,0,0,5462,,,,
1819,32.0,0,0,3,1,1,0.06,1,3,1.23,1,2.84,0,1,0,2773,,,,
1820,29.0,1,0,2,1,1,0.31,2,32,0.95,2,0.59,0,1,0,5426,,,,
1821,29.0,1,0,3,1,1,0.08,1,20,0.93,4,1.45,0,0,0,4769,,,,
1822,33.0,0,0,2,1,1,0.07,2,6,0.95,3,0.77,0,1,0,3695,,,,
1823,36.0,1,0,2,1,1,0.31,1,10,0.95,0,0.60,0,1,0,3433,,,,
1824,32.0,0,0,3,1,1,0.08,5,11,1.02,2,0.56,1,0,0,3857,,,,
1825,26.0,1,0,2,1,1,0.31,2,5,1.00,0,0.29,0,0,0,5768,,,,
1826,38.0,0,1,2,1,1,0.31,2,4,1.00,0,1.49,0,1,0,3272,,,,
1827,26.0,1,0,2,1,1,0.06,2,30,0.79,3,1.21,0,1,0,5359,,,,
1828,29.0,0,0,2,1,0,0.31,2,4,1.00,0,0.59,0,0,0,4558,,,,
1829,30.0,1,0,3,1,1,0.01,2,1,1.00,5,0.85,1,0,0,4649,,,,
1830,28.0,0,0,2,1,1,0.00,4,11,0.96,2,0.75,0,0,1,5300,,,,
1831,27.0,0,1,2,1,0,0.11,2,24,0.62,0,0.61,0,0,1,3960,,,,
1832,27.0,0,0,2,0,0,0.04,1,7,0.82,0,0.51,0,0,1,7863,,,,
1833,33.0,0,0,2,1,0,0.31,1,13,1.39,0,0.76,0,0,1,2877,,,,
1834,33.0,0,0,2,1,1,0.31,1,13,1.00,1,0.98,0,1,0,3201,,,,
1835,26.0,1,1,2,1,1,0.20,1,25,0.80,1,0.87,0,1,0,5760,,,,
1836,30.0,0,0,2,1,1,0.31,2,58,0.91,0,1.70,0,0,1,4470,,,,
1837,31.0,0,0,2,1,0,0.31,4,5,0.72,0,0.79,1,0,0,3285,,,,
1838,36.0,0,1,3,1,1,0.04,2,10,0.98,1,0.55,0,0,1,3736,,,,
1839,36.0,1,0,2,1,1,0.31,2,30,0.84,4,1.04,0,1,0,3783,,,,
1840,29.0,1,0,2,1,1,0.31,3,3,1.07,2,0.69,0,0,0,4757,,,,
1841,30.0,0,0,3,1,1,0.20,3,16,0.94,2,0.92,0,1,0,6116,,,,
1842,26.0,0,0,2,1,1,0.31,2,2,0.99,6,0.97,0,0,0,6793,,,,
1843,29.0,0,1,2,1,0,0.11,1,15,0.88,0,0.66,0,1,0,4621,,,,
1844,30.0,1,0,2,1,1,0.07,2,44,0.68,4,1.20,0,0,1,4732,,,,
1845,39.0,1,0,2,1,0,0.31,1,23,1.15,0,1.49,0,1,0,3330,,,,
1846,40.0,0,0,2,1,1,0.31,2,13,0.98,5,1.04,0,1,0,3523,,,,
1847,40.0,1,0,2,1,1,0.31,2,43,1.89,7,1.03,0,0,1,2943,,,,
1848,38.0,0,0,2,1,1,0.31,2,13,0.55,0,1.68,0,0,0,3214,,,,
1849,28.0,0,0,2,1,1,0.07,1,53,1.86,1,0.92,0,1,0,4526,,,,
1850,30.0,0,1,2,1,1,0.20,1,4,1.02,2,0.40,0,1,0,6300,,,,
1851,35.0,0,0,3,1,1,0.01,2,56,1.51,3,1.70,0,0,1,2742,,,,
1852,27.0,1,0,2,1,1,0.31,2,4,1.11,4,0.73,1,0,0,5956,,,,
1853,33.0,0,0,2,1,1,0.20,1,4,1.60,1,0.58,1,0,0,3868,,,,
1854,27.0,0,0,3,1,1,0.01,2,63,0.92,4,1.83,0,0,1,5146,,,,
1855,28.0,0,1,2,1,1,0.20,2,6,0.64,2,0.70,0,1,0,4060,,,,
1856,27.0,0,0,2,1,1,0.08,2,25,1.16,0,0.66,0,0,1,5103,,,,
1857,34.0,1,0,2,1,0,0.31,2,8,1.33,0,1.54,0,1,0,2973,,,,
1858,29.0,0,0,2,1,1,0.04,1,53,0.70,1,0.92,0,1,0,5843,,,,
1859,29.0,0,0,2,1,1,0.02,4,25,1.87,2,0.88,0,1,0,4046,,,,
1860,33.0,1,0,2,1,1,0.20,2,3,0.82,1,1.70,0,1,0,3312,,,,
1861,33.0,0,0,2,1,1,0.20,3,14,0.40,6,0.87,0,1,0,3144,,,,
1862,40.0,0,0,2,1,1,0.20,3,27,1.05,3,1.84,0,0,1,3795,,,,
1863,34.0,1,0,2,1,1,0.08,3,4,0.96,0,0.79,1,0,0,3240,,,,
1864,27.0,1,0,2,1,1,0.04,1,20,0.92,1,1.19,0,0,1,4399,,,,
1865,31.0,0,0,2,1,1,0.07,3,2,1.23,0,1.16,1,0,0,3164,,,,
1866,29.0,0,0,3,1,0,0.31,5,11,1.04,0,0.89,0,1,0,4310,,,,
1867,27.0,0,0,2,1,1,0.31,1,59,1.05,6,0.64,0,1,0,6838,,,,
1868,38.0,0,1,2,1,1,0.31,3,16,0.77,1,0.66,0,1,0,3317,,,,
1869,38.0,0,0,2,1,1,0.31,3,14,0.67,1,0.62,0,0,1,3968,,,,
1870,29.0,1,0,2,1,1,0.20,3,28,0.70,0,1.13,0,1,0,8512,,,,
1871,28.0,0,0,2,1,1,0.11,3,54,1.02,5,0.64,0,1,0,6146,,,,
1872,39.0,0,0,2,1,1,0.02,1,53,0.93,1,0.92,0,1,0,3670,,,,
1873,27.0,1,1,2,1,1,0.08,1,4,0.89,3,0.48,0,1,0,6001,,,,
1874,26.0,0,0,2,1,1,0.31,2,28,0.84,4,1.20,0,0,1,4178,,,,
1875,37.0,1,0,2,1,1,0.20,2,18,1.00,0,1.01,0,0,1,3864,,,,
1876,29.0,1,0,3,0,0,0.31,2,1,1.00,0,0.89,0,1,0,5167,,,,
1877,28.0,0,0,3,1,1,0.20,5,11,0.92,2,0.56,1,0,0,5383,,,,
1878,27.0,0,0,2,1,1,0.06,1,2,1.00,2,2.84,0,1,0,4014,,,,
1879,34.0,0,1,2,1,1,0.31,2,3,0.80,0,1.53,0,1,0,3218,,,,
1880,27.0,0,0,3,1,1,0.11,3,16,1.18,2,0.92,0,1,0,7124,,,,
1881,36.0,0,0,2,1,1,0.08,3,29,1.46,2,0.67,0,1,0,3108,,,,
1882,29.0,0,0,2,1,1,0.31,1,59,1.27,6,0.64,0,1,0,5221,,,,
1883,26.0,1,0,2,1,1,0.31,2,54,0.79,8,1.03,0,0,1,5418,,,,
1884,35.0,1,0,2,1,0,0.11,4,3,0.92,0,0.72,0,0,1,3128,,,,
1885,26.0,0,0,3,1,1,0.31,2,13,0.95,3,1.44,1,0,0,5441,,,,
1886,31.0,1,0,2,1,1,0.31,3,10,0.94,3,1.73,0,0,1,3015,,,,
1887,31.0,0,0,2,1,0,0.08,2,5,0.56,0,1.93,0,1,0,3507,,,,
1888,29.0,1,0,2,1,1,0.20,2,5,0.89,3,1.67,1,0,0,6499,,,,
1889,26.0,0,0,2,1,1,0.01,2,27,0.91,3,0.61,0,0,1,4667,,,,
1890,26.0,1,0,2,1,1,0.31,4,2,1.00,3,0.68,0,0,0,6027,,,,
1891,26.0,1,1,2,1,1,0.20,2,14,0.82,4,0.87,0,1,0,6567,,,,
1892,26.0,0,0,2,1,1,0.08,1,12,0.94,5,1.84,0,1,0,6100,,,,
1893,32.0,1,0,2,1,1,0.20,3,12,0.95,2,0.98,0,1,0,3754,,,,
1894,30.0,1,1,2,1,1,0.31,2,19,1.09,2,0.82,0,1,0,6211,,,,
1895,39.0,0,0,2,1,1,0.11,3,4,1.02,1,1.48,0,1,0,3931,,,,
1896,27.0,1,0,2,1,1,0.20,4,20,0.74,0,1.03,0,0,1,6272,,,,
1897,28.0,0,0,3,1,1,0.07,3,13,1.35,2,0.62,0,0,0,4585,,,,
1898,28.0,0,0,4,1,1,0.08,3,1,1.00,1,0.59,0,0,0,6285,,,,
1899,31.0,0,1,2,1,1,0.01,1,15,1.17,5,1.04,0,1,0,3948,,,,
1900,40.0,1,0,2,1,1,0.20,2,9,0.91,4,1.84,0,1,0,3874,,,,
1901,26.0,1,0,2,1,1,0.20,2,14,0.90,3,0.85,0,0,1,4115,,,,
1902,40.0,0,1,2,1,1,0.20,2,6,1.29,3,1.72,1,0,0,3466,,,,
1903,28.0,1,0,2,1,1,0.04,4,20,1.11,0,1.03,0,0,1,4953,,,,
1904,30.0,0,0,2,1,1,0.06,3,3,1.00,0,2.84,0,1,0,4176,,,,
1905,30.0,0,0,2,1,1,0.04,5,6,1.11,7,0.47,1,0,0,4004,,,,
1906,31.0,0,1,2,1,0,0.11,2,24,0.62,0,0.61,0,0,1,2788,,,,
1907,29.0,1,1,2,1,1,0.31,2,14,1.13,4,0.87,0,1,0,5749,,,,
1908,28.0,0,0,2,1,1,0.06,2,23,0.96,3,0.61,0,0,1,4829,,,,
1909,27.0,0,0,4,1,1,0.11,3,10,1.00,1,1.09,0,1,0,6900,,,,
1910,28.0,0,0,3,1,1,0.01,2,17,0.76,4,2.91,0,1,0,6117,,,,
1911,36.0,0,0,2,1,1,0.31,2,58,1.16,0,1.70,0,0,1,3471,,,,
1912,27.0,0,1,2,1,0,0.20,1,8,1.02,0,1.58,0,1,0,4829,,,,
1913,28.0,0,0,3,1,1,0.31,3,20,0.68,3,0.55,0,0,1,4824,,,,
1914,29.0,0,1,3,1,1,0.03,2,47,0.80,1,0.92,0,1,0,8302,,,,
1915,26.0,0,0,2,1,1,0.06,2,35,0.87,5,0.82,0,1,0,5945,,,,
1916,28.0,0,0,2,1,1,0.08,2,10,0.67,6,0.84,0,1,0,4888,,,,
1917,28.0,0,0,2,1,0,0.31,3,55,0.83,0,0.61,0,0,1,4392,,,,
1918,32.0,0,0,2,1,1,0.06,5,19,0.58,1,2.24,0,0,0,3462,,,,
1919,27.0,1,0,2,1,1,0.11,1,41,0.69,4,0.61,0,0,1,5384,,,,
1920,28.0,0,0,2,1,1,0.02,3,7,1.24,2,0.75,0,0,1,7893,,,,
1921,40.0,0,1,2,1,1,0.07,2,31,0.76,3,1.94,0,0,1,2792,,,,
1922,31.0,0,0,2,1,0,0.31,2,19,1.30,0,1.78,0,0,1,2815,,,,
1923,26.0,1,1,2,1,1,0.03,1,25,0.58,1,0.87,0,1,0,5374,,,,
1924,27.0,0,0,3,0,1,0.20,1,3,1.47,5,1.18,0,1,0,4225,,,,
1925,27.0,0,0,2,1,0,0.20,2,22,1.05,0,0.62,0,0,1,6209,,,,
1926,28.0,0,0,2,1,1,0.11,1,10,0.92,1,1.84,0,0,1,4665,,,,
1927,28.0,0,0,3,1,0,0.20,3,27,0.69,0,0.61,0,0,1,4953,,,,
1928,30.0,1,0,2,1,1,0.31,3,11,0.91,6,0.89,0,0,1,4165,,,,
1929,30.0,1,0,2,1,1,0.20,1,8,0.91,1,1.94,0,0,1,4825,,,,
1930,29.0,1,0,2,1,1,0.31,1,29,0.94,3,0.76,0,0,1,4362,,,,
1931,31.0,1,0,2,1,0,0.20,1,26,1.04,0,2.05,0,0,1,2784,,,,
1932,26.0,0,0,2,1,1,0.02,3,54,1.02,5,0.64,0,1,0,6187,,,,
1933,36.0,1,1,2,1,0,0.07,1,1,1.00,0,0.87,0,1,0,3034,,,,
1934,27.0,1,0,1,1,1,0.01,1,7,1.11,6,0.57,0,0,0,4287,,,,
1935,37.0,0,0,2,1,1,0.07,2,8,0.95,0,0.63,0,1,0,3217,,,,
1936,30.0,1,0,2,1,1,0.08,2,1,1.00,2,0.57,1,0,0,4318,,,,
1937,29.0,0,0,3,0,1,0.20,1,10,1.40,5,0.89,0,0,1,4939,,,,
1938,28.0,0,1,2,1,1,0.07,1,4,0.95,2,0.27,0,0,0,5733,,,,
1939,39.0,1,0,2,1,1,0.11,2,8,0.82,7,1.44,0,1,0,3788,,,,
1940,26.0,1,1,2,1,1,0.20,1,4,1.39,3,0.67,1,0,0,5296,,,,
1941,26.0,0,0,3,1,0,0.31,1,92,1.68,0,0.76,0,0,1,4619,,,,
1942,26.0,0,0,2,1,1,0.03,3,22,0.82,2,0.88,0,1,0,6295,,,,
1943,28.0,0,0,3,1,1,0.03,2,17,0.67,4,2.91,0,1,0,6410,,,,
1944,28.0,0,0,3,1,0,0.07,1,92,1.68,0,1.70,0,0,1,4439,,,,
1945,29.0,0,0,4,1,1,0.02,3,14,0.74,1,1.26,0,1,0,12454,,,,
1946,27.0,1,0,2,1,1,0.03,4,13,0.96,3,0.46,0,1,0,5650,,,,
1947,26.0,1,0,2,1,1,0.20,1,41,0.69,4,0.61,0,0,1,5940,,,,
1948,35.0,0,0,2,1,0,0.07,3,9,1.27,0,0.57,0,1,0,3295,,,,
1949,36.0,0,1,2,1,0,0.31,2,24,0.87,0,1.08,0,0,1,3323,,,,
1950,26.0,0,0,2,1,0,0.20,1,1,1.00,0,0.56,1,0,0,4124,,,,
1951,28.0,0,0,2,1,1,0.20,5,40,1.13,5,0.64,0,1,0,4321,,,,
1952,39.0,0,0,2,1,1,0.31,2,29,0.81,4,0.61,0,0,1,3393,,,,
1953,27.0,0,0,3,0,1,0.31,4,3,0.94,8,0.41,0,1,0,12065,,,,
1954,28.0,0,0,2,1,1,0.04,2,23,1.12,3,0.61,0,0,1,5518,,,,
1955,29.0,0,0,2,1,0,0.20,1,30,0.87,0,0.95,0,1,0,4586,,,,
1956,38.0,1,0,3,0,0,0.31,2,1,1.00,0,0.82,1,0,0,3570,,,,
1957,40.0,1,1,2,1,0,0.07,2,10,0.80,0,0.71,0,1,0,2745,,,,
1958,31.0,0,0,2,1,1,0.04,5,27,1.27,7,0.51,0,0,1,3710,,,,
1959,30.0,1,0,2,1,1,0.02,3,28,0.58,0,1.13,0,1,0,4575,,,,
1960,36.0,0,0,2,1,1,0.20,1,1,1.00,4,1.61,1,0,0,3450,,,,
1961,38.0,1,0,2,1,1,0.03,1,11,1.55,2,1.34,0,1,0,3729,,,,
1962,26.0,0,0,3,1,1,0.20,4,10,1.22,5,1.14,0,1,0,5961,,,,
1963,29.0,0,0,3,1,1,0.02,2,56,0.85,3,1.70,0,0,1,4097,,,,
1964,31.0,1,0,2,1,1,0.04,1,21,1.29,0,1.21,0,0,1,3897,,,,
1965,29.0,1,0,2,1,1,0.31,2,2,0.95,2,0.39,0,0,1,6961,,,,
1966,32.0,0,0,2,1,1,0.20,3,18,0.98,3,1.73,0,0,1,3275,,,,
1967,29.0,1,0,2,0,0,0.31,2,18,0.76,0,0.90,0,0,1,4267,,,,
1968,40.0,1,0,2,1,0,0.20,3,23,0.84,0,0.90,0,0,1,3378,,,,
1969,29.0,0,0,2,1,1,0.11,2,38,1.24,4,0.76,0,0,1,5416,,,,
1970,34.0,1,0,2,1,0,0.08,4,25,1.17,0,0.70,0,0,0,3531,,,,
1971,26.0,0,1,2,1,1,0.31,2,13,1.04,0,0.91,0,0,1,4143,,,,
1972,28.0,1,0,2,1,0,0.04,2,1,1.00,0,1.00,1,0,0,4486,,,,
1973,35.0,0,0,2,1,1,0.31,3,14,0.89,0,1.00,0,0,1,2918,,,,
1974,31.0,0,1,2,1,0,0.31,2,22,1.21,0,1.32,0,0,1,2879,,,,
1975,26.0,1,0,2,1,1,0.20,1,20,0.92,1,1.19,0,0,1,5714,,,,
1976,28.0,0,0,3,1,1,0.20,3,19,0.93,2,0.55,0,0,1,6998,,,,
1977,27.0,1,0,2,1,1,0.06,3,14,0.91,10,0.84,0,1,0,5172,,,,
1978,37.0,0,0,2,1,1,0.20,1,25,1.46,0,2.07,0,1,0,3438,,,,
1979,28.0,0,0,2,1,1,0.02,5,40,1.03,5,0.64,0,1,0,4010,,,,
1980,28.0,0,0,2,1,0,0.20,3,52,1.17,0,1.20,0,0,1,5388,,,,
1981,34.0,1,0,2,1,1,0.08,2,4,1.07,4,0.43,0,1,0,3146,,,,
1982,36.0,0,0,2,1,1,0.11,3,1,1.00,0,0.98,1,0,0,3876,,,,
1983,38.0,1,0,2,1,0,0.03,4,3,0.92,0,0.72,0,0,1,3824,,,,
1984,28.0,0,0,2,1,1,0.20,3,10,0.94,0,1.09,0,1,0,4800,,,,
1985,32.0,1,0,3,1,0,0.20,3,71,0.67,0,1.74,0,0,1,3365,,,,
1986,26.0,0,0,2,1,1,0.31,2,29,1.13,4,0.61,0,0,1,4859,,,,
1987,27.0,0,0,3,0,1,0.20,1,10,0.93,5,0.89,0,0,1,4189,,,,
1988,30.0,0,0,2,1,1,0.31,1,2,1.38,1,0.61,1,0,0,5213,,,,
1989,28.0,0,0,2,1,1,0.06,2,35,1.34,5,0.82,0,1,0,5054,,,,
1990,33.0,0,0,2,1,1,0.02,2,10,1.07,6,0.84,0,1,0,3324,,,,
1991,39.0,1,0,3,1,1,0.08,1,9,0.84,2,0.85,0,0,1,2813,,,,
1992,28.0,0,0,3,0,0,0.01,3,3,0.95,0,0.60,0,1,0,4424,,,,
1993,34.0,1,0,2,1,1,0.31,1,8,0.89,0,1.25,0,1,0,3668,,,,
1994,36.0,0,0,2,1,1,0.20,1,15,0.79,1,0.98,0,1,0,3682,,,,
1995,26.0,1,0,2,1,1,0.31,2,41,0.80,8,0.51,0,0,1,4822,,,,
1996,33.0,1,0,2,1,1,0.20,2,4,1.00,4,1.61,1,0,0,3364,,,,
1997,36.0,0,0,2,1,0,0.03,2,47,0.87,0,0.90,0,0,1,3047,,,,
1998,35.0,0,0,3,1,1,0.31,1,2,1.00,1,2.03,1,0,0,3064,,,,
1999,28.0,0,0,3,1,1,0.11,4,30,0.99,5,1.21,1,0,0,6930,,,,
2000,30.0,1,0,2,1,1,0.11,1,20,0.80,1,1.19,0,0,1,6649,,,,
2001,30.0,0,0,2,0,1,0.03,3,1,1.00,6,0.41,0,1,0,5906,,,,
2002,29.0,1,1,2,1,0,0.20,2,25,0.80,0,0.95,0,0,1,4092,,,,
2003,30.0,1,0,3,1,1,0.11,1,5,0.74,2,0.78,1,0,0,4476,,,,
2004,26.0,0,0,2,1,1,0.31,2,29,0.97,4,0.61,0,0,1,5017,,,,
2005,33.0,0,0,2,1,1,0.11,2,29,0.97,4,0.61,0,0,1,3607,,,,
2006,27.0,0,0,2,1,1,0.31,3,39,0.81,4,0.76,0,0,1,6244,,,,
2007,28.0,1,1,2,1,1,0.20,2,19,1.09,2,0.82,0,1,0,5500,,,,
2008,32.0,1,0,2,1,1,0.04,1,6,0.84,3,1.73,0,0,1,3918,,,,
2009,30.0,0,0,3,0,1,0.00,1,1,1.00,5,0.37,0,0,0,4419,,,,
2010,28.0,1,0,2,1,1,0.08,2,15,0.71,2,0.77,0,1,0,4341,,,,
2011,40.0,0,0,2,1,1,0.31,2,47,1.20,5,1.20,0,0,1,3314,,,,
2012,29.0,0,0,2,1,1,0.03,1,7,0.92,2,1.60,1,0,0,4865,,,,
2013,28.0,0,1,2,1,0,0.04,1,22,1.03,0,0.90,0,0,1,13228,,,,
